species,url,description,flowering
corymbia_eremaea,https://apps.lucidcentral.org/euclid/text/entities/corymbia_eremaea.htm,"Tree to 10 m tall, but usually smaller and mallee-like. Forming a lignotuber.Bark rough and evenly tessellated, pale grey-brown to red-brown to orange-brown, in trees usually persisting on the small branches; however, when a dwarf mallee the bark may be entirely smooth.Branchlets lacking oil glands in the pith.Juvenile growth (coppice or field seedlings to 50 cm): stems round in cross-section, leaves opposite to sub-opposite, shortly petiolate, linear to narrowly lanceolate, dull grey-green to green.Adult leaves alternate, petioles 0.6–2 cm long; blade narrowly lanceolate to lanceolate, (6)7.5–12(15)cm long, (0.8)1–2.1 cm wide, flat, concolorous, dull to slightly glossy, green, base tapering to the petiole, margin entire, apex acuminate to acute, side-veins penniveined, reticulation very dense, intramarginal vein absent, oil glands obscure or absent.Inflorescence terminal compound, peduncles 0.8–1.4 cm long, buds 7 per umbel, pedicels 0.3–0.8 cm long. Mature buds obovoid to ovoid to rarely pyriform, 0.6–0.8 cm long, 0.4–0.5 cm wide, red, surface smooth and glossy, scar absent (both opercula shed together at flowering), operculum rounded to conical, stamens inflexed, anthers oblong, versatile, dorsifixed, dehiscing by longitudinal slits, style long and straight, stigma papillate (mop-like), locules commonly 4 (occasionally 3 or 5), ovules not in regular rows. Flowers white.Fruit pedicellate (pedicels 0.2–0.7 cm long), usually urceolate with a well developed narrowed neck at the apex, 1.1–2.2 cm long, 0.9–1.8(2) cm wide, disc vertically descending, valves 3–4(5), deeply enclosed.Seeds brown, ellipsoidal with terminal wing, 7–12 mm long (including wing), dorsal surface smooth.Cultivated seedlings (measured at node 10): cotyledons reniform; stems round in cross-section, smooth to slightly scabrid, leaves subsessile to very shortly petiolate, opposite to subopposite, lower leaves ovate to shortly lanceolate and slightly scabrid becoming lanceolate and glabrous by node 6, 4.8–12 cm long, 0.9–2 cm wide, dull grey-green, base of lower leaves truncate to rounded but soon tapering to the petiole as leaves narrow, apex acute to apiculate.
","Flowering has been recorded in January, April, November and December."
corymbia_erythrophloia,https://apps.lucidcentral.org/euclid/text/entities/corymbia_erythrophloia.htm,"
Tree to 8 m tall. Forming a lignotuber.Bark rough over trunk and often larger branches and sometimes extending to smaller branches, but always of thin loose flakes which are grey-brown over rich red-brown in a tessellated pattern, the branches frequently very reddish flaky to white or cream and smooth.Branchlets smooth (glabrous); elongated oil bodies occur in the pith.Juvenile growth (coppice or field seedlings to 50 cm): stems square to rounded in cross-section, glabrous; juvenile leaves always petiolate, opposite for ca 20 nodes then becoming alternate, elliptical to ovate then lanceolate, 5.5–12.5 cm long, (1.7)2–5.5 cm wide, base rounded to tapering, apex rounded and apiculate or pointed, green, glabrous.Adult leaves alternate, petioles 0.9–2.8 cm long; blade ovate or lanceolate, 9–23.6 cm long, (1)2–3.5 cm wide, base tapering to petiole, margin entire, apex pointed, concolorous or only slightly discolorous, dull, green, smooth, side-veins at greater than 45° to midrib (penniveined), reticulation dense to very dense, intramarginal vein not visible (confluent with margin) or visible but very close to margin in broader leaves, oil glands small, scattered, island or sometimes absent.Inflorescence terminal compound, peduncles rounded, 0.4–2.1 cm long, buds 7 per umbel, pedicels slender, 0.3–1 cm long. Mature buds obovoid or pyriform, 0.6–1 cm long, 0.5–0.7 cm wide, smooth and shiny, scar absent (both opercula shed together at flowering), operculum shallowly rounded and apiculate or not, or flattened, stamens inflexed, all fertile, anthers oblong, dorsifixed, versatile, dehiscing by longitudinal slits, style as long as the floral cavity, straight, stigma mop-like, locules 3 or 4(5), the placentae each with ca 5 vertical ovule rows or the rows indistinct; flowers creamy white.Fruit pedicellate (pedicels 0.3–1 cm long), urceolate to ± globular in outline, narrowed above to a distinct neck with the thin rim flared widely or rarely erect, 1.1–2.1 cm long, 1–1.6 cm wide, longer than wide (length 1.2–2 cm), surface smooth, disc descending vertically or sometimes obliquely, valves 3 or 4(5), enclosed.Seeds brown, 6–10 mm long, ellipsoidal with terminal wing, hilum ventral.
Cultivated seedlings (measured at ca node 10): cotyledons large, reniform; stems rounded in cross-section, sparsely setose with long bristle-glands only for basal 3–5 nodes then glabrous, or sometimes virtually glabrous throughout; leaves always petiolate (petioles to 0.9 cm), opposite for at least 14 nodes but with occasional leaf pair sub-opposite, elliptical to ovate or oblong, sometimes broadly lanceolate, 5.5–12.5 cm long, 2–4 cm wide, base ± tapering to petiole, apex pointed or rounded, green, sparsely setose on both surfaces but especially on margins and midrib and then only to leaf-pair 3, glabrous thereafter.
","Flowering has beeen recorded in January, February, March and April."
corymbia_eximia,https://apps.lucidcentral.org/euclid/text/entities/corymbia_eximia.htm,"Tree to 20 m tall. Forming a lignotuber.Bark rough to small branches, tessellated, flaky, yellow-brown to yellow and grey.Juvenile growth (coppice or field seedlings to 50 cm): stem rounded in cross-section; juvenile leaves opposite for 3 to 6 nodes, then alternate, always petiolate, peltate (at least to ca node 15), ovate at first then lanceolate to falcate, 4–21 cm long, 2.5–8 cm wide, base rounded, green to grey-green; scabrid on stems, petioles and lamina for up to ca 10 nodes.Adult leaves alternate, petiole 1.5–3.5 cm long; blade lanceolate to falcate, 10–24 cm long, 1.7–6 cm wide, base tapering to petiole or rounded, concolorous, slightly glossy or dull, green to grey-green, strongly penniveined, densely to very densely reticulate, intramarginal vein parallel to and just within margin, oil glands island.Inflorescence terminal compound, peduncles 1.5–4 cm long, buds 7 per umbel, sessile or pedicels to 0.4 cm long. Mature buds pyriform to obovoid, 1–1.3 cm long, 0.7–1 cm wide, green to yellow, scar present (outer operculum shed during bud development), operculum conical to beaked, stamens inflexed, anthers cuboid to oblong, versatile, dorsifixed, dehiscing by longitudinal slits (non-confluent), style long, stigma tapered, locules 3 or 4, the placentae each with 5 vertical ovule rows. Flowers white.Fruit sessile to shortly pedicellate (pedicels 0–0.2 cm long), barrel-shaped to urceolate, 1–1.9 cm long, 1–1.6 cm wide, disc descending, valves 3 or 4, enclosed.Seeds reddish brown, 5–8 mm long, flattened ovoid to boat-shaped, dorsal surface smooth and usually cracked, not winged, hilum ventral. Cultivated seedlings (measured at ca node 10): cotyledons reniform to orbicular; stems rounded in cross-section, scabrid in lower part, smooth above; leaves always petiolate, opposite for 3 to 6 nodes then alternate, ovate or lanceolate, 8–12 cm long, 3–8 cm wide, base rounded but with petiole peltately inserted into lamina, margin entire, apex pointed to rounded, more or less concolorous, dull, grey-green, scabrid for ca 6 pairs.","Flowering has beeen recorded in September, October and November.Corymbia eximia is highly ornamental, especially when in flower, and is occasionally planted as a street or parkland tree. It deserves to be more widely used as it is highly attractive to flower feeding insects and birds."
corymbia_ferriticola,https://apps.lucidcentral.org/euclid/text/entities/corymbia_ferriticola.htm,"Mallee or Tree to 15 m tall, but often much shorter. Forming a lignotuber.Bark usually smooth over the entire trunk, powdery, white to pink, weathering light brown to grey, sometimes with a small stocking of rough grey tessellated bark at the base.Branchlets lacking oil glands in the pith; smooth. Juvenile growth (coppice or field seedlings to 50 cm): stems rounded in cross-section, setose but becoming smooth with age; juvenile leaves opposite to sub-opposite and shortly petiolate, cordate to ovate to lanceolate, 3.5–8 cm long, 1.3–3.7 cm wide, base lobed to rounded, dull grey-green.Adult leaves alternate, petiole 0.3–1.2 cm long; blade lanceolate, sometimes undulate, 4–10 cm long, 0.6–2.2 cm wide, base usually tapering to petiole, occasionally rounded, concolorous, dull to slightly glossy, grey-green to green, penniveined, densely to very densely reticulate, intramarginal vein present, oil glands abundant and island, but obscure.Inflorescence axillary compound, condensed with peduncles short, 0–0.2 cm long, buds 7 per umbel, pedicels 0.2–0.5 cm long. Mature buds pyriform, 0.4–0.5 cm long, 0.3–0.4 cm wide, smooth (not scurfy), scar present (outer operculum shed during bud development), operculum flattened, stamens inflexed, anthers oblong, versatile, dorsifixed, dehiscing by longitudinal slits (non-confluent), style long, stigma tapered, locules usually 4, the ovules not arranged in distinct vertical rows on the placentae. Flowers whitish.Fruit pedicellate (pedicels 0.1–0.5 cm long), truncate-ovoid to more or less cylindrical, sometimes campanulate, 0.6–1 cm long, 0.4–0.9 cm wide, thin-walled, disc vertically descending, valves 4, enclosed.Seeds brown, round and flattened (saucer-shaped), usually with a small membranous flange around the edge, 3–5 mm long, surface smooth, sometimes slightly lacunose, hilum ventral.Cultivated seedlings (measured at node 10): stems round in cross-section, setose throughout, leaves shortly petiolate, opposite, ovate, 4–11.5 cm long, 2.2–5 cm wide, dull yellow-green, apex acute, base rounded to tapering to the petiole, rarely lobed, usually setose on the under surface until at least node 17.",Flowering has beeen recorded in January and December.
corymbia_ferruginea_subsp._ferruginea,https://apps.lucidcentral.org/euclid/text/entities/corymbia_ferruginea_subsp._ferruginea.htm,"
Straggly tree 12 m tall. Forming a lignotuber.Bark rough to small limbs, thick, tessellated to flaky, yellowish brown to grey-brown over pink.Branchlets lack oil glands in the pith; younger branchlets scabrid, densely covered with reddish brown (ferrugineous) bristle-glands that have short radiating hairs.Juvenile growth (coppice or field seedlings to 50 cm): stems rounded in cross-section, densely setose with short ferrugineous bristle-glands (setae); juvenile leaves opposite, sessile to subsessile, elliptical to oblong, 6–14 cm long, (1.5)2.5–7 cm wide, the base stem-clasping to lobed, margin undulate, apex rounded and apiculate, rusty green, setose with bristle-glands. Crown of juvenile leaves, opposite, rarely a few sub-opposite, sessile or on very short petioles (0–0.8 cm); blade broadly lanceolate to ovate or elliptical, 6.3–18 cm long, 3–9 cm wide, undulate, base usually amplexicaul or lobed, margin entire, apex pointed or rounded and apiculate, concolorous, dull, green but brown near main veins, scabrid with short rusty bristle-glands, side-veins at a wide angle to the midrib and widely spaced, looping to form intramarginal vein, reticulation very dense, oil glands apparently absent.Inflorescence terminal compound and prominently branched with rhachis internodes and peduncles very densely clothed in bristle-glands that are hairy and rusty brown, peduncles rounded to angular, 0.4–3.5 cm long, buds 3 or 7 per umbel, sessile or pedicellate (pedicels 0–0.5 cm long). Mature buds obovoid to pyriform, 0.7–1.4 cm long, 0.5–0.8 cm wide, setose and whitish scurfy, scar absent (both opercula shed together at flowering), operculum shallowly rounded, sometimes apiculate also, stamens inflexed, all fertile, anthers versatile, dorsifixed, oblong, dehiscing by longitudinal slits, style long and straight, stigma blunt and papillose (mop like), locules 4, with ca 3 or 5 vertical ovule rows, or the rows indistinct on the placentae. Flowers pale creamy yellow.Fruit sessile or pedicellate (pedicels 0–0.5 cm long), urceolate with a short erect neck or lacking this, 1.8–3.3 cm long, 1.5–2.9 cm wide, surface slightly rough, disc descending vertically, valves 4, enclosed.Seeds brown, 9–15 mm long, ellipsoidal with terminal wing, hilum ventral.
Cultivated seedlings (measured at ca node 10): not grown.
","Flowering has been recorded in January, February, March and April."
corymbia_ferruginea_subsp._stypophylla,https://apps.lucidcentral.org/euclid/text/entities/corymbia_ferruginea_subsp._stypophylla.htm,"
Straggly tree 12 m tall. Forming a lignotuber.Bark rough to small limbs, thick, tessellated to flaky, brown to grey-brown over pink.Branchlets lack oil glands in the pith; younger branchlets scabrid, densely covered with reddish brown (ferrugineous) bristle-glands that have short radiating hairs.Juvenile growth (coppice or field seedlings to 50 cm): not seen (subsp. ferruginea has stems rounded in cross-section, densely setose with short ferrugineous bristle-glands; juvenile leaves opposite, sessile to subsessile, elliptical to oblong, 6–14 cm long, (1.5)2.5–7 cm wide, the base stem-clasping to lobed, margin undulate, apex rounded and apiculate, rusty green, setose with bristle-glands.)Crown of juvenile leaves, opposite, rarely a few sub-opposite, petiolate, petioles (0.5)0.8–2.6 cm long; blade usually broadly lanceolate to ovate, (5.4)7–21.5 cm long, 2–6(7.5) cm wide, undulate, base tapering to petiole or truncate to rounded, sometimes lobed, margin usually entire, apex pointed or rounded and ± apiculate, concolorous, dull or weathering slightly glossy, green but brown near main veins, scabrid with short rusty bristle-glands (in some populations scabridity obvious only on newest expandings leaves), side-veins at a wide angle to the midrib and widely spaced, looping to form intramarginal vein, reticulation very dense, oil glands apparently absent.reticulation very dense, intramarginal vein present, oil glands apparently absent from the venation pattern.Inflorescence terminal compoundand prominently branched with rhachis internodes and peduncles very densely clothed in bristle-glands that are hairy and rusty brown, peduncles rounded to angular, 1–3.5 cm long, buds 7 per umbel, usually shortly pedicellate (pedicels 0–0.5 cm long). Mature buds obovoid to pyriform, 0.7–0.8 cm long, 0.6–0.7 cm wide, setose and whitish scurfy, scar absent (both opercula shed together at flowering), operculum shallowly rounded, sometimes apiculate also, stamens inflexed, all fertile, anthers versatile, dorsifixed, oblong, dehiscing by longitudinal slits, style long and straight, stigma blunt and papillose (mop like), locules 4, with 5 or 6 vertical ovule rows on each placenta. Flowers pale creamy white.Fruit sessile or pedicellate (pedicels 0–0.5 cm long), urceolate with a short erect neck or lacking this, 1.8–3.3 cm long, 1.5–2.9 cm wide, longer than wide, surface slightly rough, disc descending vertically, valves 4, enclosed.Seeds brown, 9–15 mm long, ellipsoidal with terminal wing, hilum ventral. 
Cultivated seedlings (measured at ca node 10): cotyledons large, reniform; stems rounded in cross-section, densely setose with rusty bristle-glands; leaves always shortly petiolate (petioles to 0.6 cm), opposite at least until node 15, elliptical to oblong or lanceolate, 3–12.5 cm long, 1.5–3.5 cm wide, base rounded or tapering, dull, green, ± concolorous, setose with rusty bristle-glands that bear short simple hairs on sides. 
","Flowering has been recorded in January, February, March and April."
corymbia_ficifolia,https://apps.lucidcentral.org/euclid/text/entities/corymbia_ficifolia.htm,"Tree, usually small and straggly, to 10 m tall. Forming a lignotuber.Bark rough to the small branches, fibrous, rarely tessellated, brown to grey-brown.Branchlets lacking oil glands in the pith.Juvenile growth (coppice or field seedlings to 50 cm): stems round in cross-section, sometimes scabrid on the lower portion; juvenile leaves petiolate, alternate, ovate to broadly lanceolate, bases peltate or cordate to rounded to truncate, lower leaves sometimes scabrid.Adult leaves alternate, petioles 0.8–2 (2.5) cm long; blade ovate to broadly lanceolate, 7–13(15) cm long, (2.2)2.5–5(5.5) cm wide, flat to slightly undulate, dull to slightly glossy, discolorous, darker green above, paler below, base tapering to the petiole, occasionally rounded, margin entire, apex acute, side-veins penniveined, reticulation very dense, intramarginal vein present but very close to the leaf margin (almost confluent), oil glands obscure or absent, island.Inflorescence terminal compound, peduncles 1.5–3.2 cm long, buds 7 per umbel, pedicels 1.3–2.7(4) cm long. Mature buds obovoid to pyriform, 1.2–1.8 cm long, 0.6–0.8 cm wide, surface smooth (not scurfy), scar absent (both opercula shed together at flowering), operculum rounded to flattened, stamens inflexed, anthers oblong, versatile, dorsifixed, dehiscing by longitudinal slits, style long and straight, stigma papillate (mop-like), locules commonly 3 (rarely 4), ovules not in regular rows. Flowers bright red to pink to orange.Fruit pedicellate (pedicels 1.5–2.7(4)) cm long, urceolate (rarely truncate-ovoid to truncate-globose), 2–4.2 cm long, 1.8–3 cm wide, disc vertically descending, valves 3 (rarely 4), deeply enclosed.Seeds dark brown to black, ellipsoidal with terminal wing, often extending narrowly along margins also, 12–18 mm long (including wing).Cultivated seedlings (measured at node 10): cotyledons reniform to orbicular; stems round in cross-section, scabrid to ca the 6th node; leaves petiolate, opposite for the first 2 nodes then alternate, broadly lanceolate, 6.5–14 cm long, 3.5–6 cm wide, dull to slightly glossy green, base on some individuals peltate, others lobed to rounded, lamina scabrid till ca node 8.","Flowering has been recorded in January, February, March, April, May and September.Corymbia ficifolia is very common and popular in horticulture, widely used throughout cooler coastal southern Australia as a street tree because of its massed colourful flowers that are highly attractive to humans, lorikeets and honeyeaters."
corymbia_flavescens,https://apps.lucidcentral.org/euclid/text/entities/corymbia_flavescens.htm,"
Tree to 15 m tall. Forming a lignotuber.Bark smooth throughout, powdery, shedding in thin greyish yellow scales to reveal vivid white.Branchlets lack oil glands in the pith; non-glaucous, smooth, yellowish.Juvenile growth (coppice or field seedlings to 50 cm): stems rounded in cross-section, scabrid with the remains of bristle-glands or smooth; juvenile leaves shortly petiolate, opposite, oblong to cordate to ovate or becoming elliptical, 7–15.5 cm long, 4.5–11 cm wide, base lobed or truncate to rounded, yellowish green, slightly scabrid or smooth.Crown predominantly of adult leaves, however, opposite to sub-opposite, undulate, broader intermediate-type leaves are sometimes also present and may subtend inflorescences. New growth often silvery (but not waxy).Crown leaves mostly alternate, petioles (0.4)0.8–2 cm long; blade ovate to lanceolate, (6)7–23.5 cm long, 1.3–6(7) cm wide, base tapering to petiole or rarely rounded, margin entire, apex pointed, concolorous or slightly discolorous, stiff, undulate, glossy or only slightly so, yellow-green, side-veins at greater than 45° to midrib, reticulation very dense, intramarginal vein present, oil glands apparently absent.Inflorescence axillary compound, with rhachis internodes very shortened (condensed) often with only the basal internode obvious and usually < 0.4 cm long, the whole structure may be easily misinterpreted as a single axillary umbel; peduncles rounded, 0–0.5 cm long; buds usually 3 per umbel, sometimes single, the actual number difficult to discern, pedicellate (pedicels 0.2–0.6 cm long). Mature buds obovoid to pyriform, 0.6–0.9 cm long, 0.5–0.8 cm wide, smooth or rarely slightly scurfy, scar present (outer operculum shed early, whole or in scaly fragments), operculum shallowly rounded, stamens inflexed, all fertile, anthers oblong, dorsifixed, versatile, dehiscing by longitudinal slits, style long and straight, stigma blunt, locules 3, the placentae each with ca 5 or 7 vertical ovule rows, but the rows ± indistinct. Flowers white, perfumed.Fruit pedicellate (pedicels 0.2–0.7 cm long), cupular to cylindrical to barrel-shaped or almost obconical, 0.8–1.2 cm long, 0.8–1.1 cm wide, thin-walled, disc descending vertically, valves 3, enclosed.Seeds not seen (other ghost gum species have brown, saucer-shaped seed, smooth on both sides with hilum ventral).
Cultivated seedlings (measured at ca node 10): not grown.
",Flowering has been recorded in November and December.
corymbia_foelscheana,https://apps.lucidcentral.org/euclid/text/entities/corymbia_foelscheana.htm,"
Tree to 10 m tall. Forming a lignotuber. Dry season deciduous.Bark thinly persistent and rough, ± tessellated, brown to grey or reddish, variably extending over the lower trunk, sometimes the whole trunk and occasionally the larger limbs, shedding in flakes above to show smooth white to cream and grey. Branchlets lack oil glands in the pith; smooth.Juvenile growth (coppice or field seedlings to 50 cm): stems rounded in cross-section, smooth; juvenile leaves always petiolate, opposite to sub-opposite or alternate, very large, orbicular to broadly ovate or ± oblong, 17–25 cm long, 15–18.5 cm wide, base truncate and sometimes uneven on either side of the petiole, apex usually rounded and apiculate, rarely emarginate, margin usually coarsely crenulate, undulate, dull, green, smooth.Adult leaves predominantly alternate, sometimes a few sub-opposite to opposite pairs present, petioles 1.8–4(5.3) cm long; blade usually broadly ovate to broadly lanceolate, rarely deltoid or ± orbicular, (8)10–27.5 cm long, 4–13.5 cm wide, base truncate to rounded, tapering, or sometimes uneven on either side of the petiole, margin entire, apex rounded and apiculate or pointed, concolorous, dull, green, smooth, side-veins at greater than 45° to midrib (penniveined), reticulation very dense, intramarginal vein apparently absent (confluent with margin) or rarely visible and very close to margin, oil glands apparently absent.Inflorescence terminal compound, less commonly axillary compound, rarely a few single axillary umbels, peduncles stout or relatively slender, rounded, 0.9–5 cm long, buds 7(9) per umbel, pedicels 0.5–1.4(1.7) cm long. Mature buds obovoid to pyriform, 0.9–1.4 cm long, 0.7–0.9 cm wide, smooth, scar absent (both opercula shed together at flowering), operculum shallowly rounded and sometimes umbonate, rarely the umbo slightly elongated into a beak, stamens inflexed, all fertile, anthers oblong, dorsifixed, versatile, dehiscing by longitudinal slits, style as long as or almost as long as floral cavity, straight, stigma blunt or papillose (mop like), locules 4, the vertical ovule rows indistinct on the placentae or ca 7. Flowers creamy white.Fruit pedicellate (pedicels 0.3–1.7 cm long), urceolate with a vertical neck that is flared or not flared at the rim, 2.2–3 cm long, 1.4–2.4 cm wide, ± smooth, disc descending vertically or sometimes obliquely when the rim is flared, valves 4, enclosed.Seeds brown, 10–15 mm long, ellipsoidal with terminal wing, hilum ventral.
Cultivated seedlings (measured at ca node 10): cotyledons large, reniform; stems rounded in cross-section, setose with bristle-glands; leaves always petiolate (petioles to 1 cm), opposite for 11 or more nodes, or becoming sub-opposite or alternate earlier, broadly elliptical to ovate, 8–12 cm long, 4–6 cm wide, base rounded to truncate, margin subcrenulate to entire, apex rounded or broadly acute, green, ± concolorous, sparsely setose by node 10 with bristle-glands only on the margin, midrib on underside and petiole.
","Flowering has been recorded in January, April, May, June, October and December."
corymbia_gilbertensis,https://apps.lucidcentral.org/euclid/text/entities/corymbia_gilbertensis.htm,"
Tree 12 m tall. Forming a lignotuber.Bark rough, persistent, tessellated and grey for basal 0.2–1 m of trunk only, then smooth, white to coppery or pale pinkish grey, sometimes powdery. Small trees may be completely smooth-barked.Branchlets have elongated oil glands or ducts in the pith; younger branchlets setose to scabrid with bristle-glands that bear short simple hairs. Juvenile growth (coppice or field seedlings to 50 cm): stems rounded in cross-section, setose with bristle-glands bearing simple hairs; leaves opposite to sub-opposite or alternate, shortly petiolate (petioles 0.3–1 cm), ovate to elliptical, 5–13.5 cm long, 2.5–5.3 cm wide, base usually rounded but sometimes lobed, margin usually entire, apex rounded or pointed, green to grey-green, setose.Crown a mixture of petiolate, dull, green to grey-green, setose, ovate to elliptical to broadly lanceolate juvenile and intermediate leaves, and sometimes also glabrous, green, dull or glossy, linear-lanceolate to lanceolate true adult leaves. The following description applies to all crown leaves: opposite, sub-opposite or sometimes alternate, shortly petiolate, petioles 0.3–1.6 cm long; blade (4)5–13(16) cm long, (0.4)0.7–4.6 cm wide, ± undulate or flat, base slightly lobed or rounded or tapering, margin usually entire, apex pointed or rounded, concolorous, side-veins at greater than 45° to midrib, reticulation dense to very dense, intramarginal vein present, oil glands obscure or minute, island.Inflorescence axillary compound and condensed, the rhachis consisting of a basal internode ca 0.1–0.4 cm long bearing peduncles of variable length 0.1–0.7 cm long, buds (?3)7 per umbel, pedicels 0.2–1.1 cm long. Mature buds pyriform, 0.5–0.7 cm long, 0.4–0.5 cm wide, smooth, scar present (outer operculum shed early), operculum shallowly rounded, stamens inflexed, all fertile, anthers oblong, dorsifixed, versatile, dehiscing by longitudinal slits, style long and straight, stigma blunt, locules 3 or 4, the ovules arranged in 3 or 4 ± regular vertical rows on the placentae; flowers creamy white.Fruit pedicellate (pedicels 0.4–1 cm long), cupular to barrel-shape, 0.5–1 cm long, 0.5–0.8 cm wide, thin-walled, disc descending vertically, valves 3 or 4, enclosed.Seeds not seen (other ghost gum species have brown, saucer-shaped seed, smooth on both sides with hilum ventral).
Cultivated seedlings (measured at ca node 10): cotyledons large, ± orbicular; not grown beyond this stage.
",Flowering time not known.
corymbia_grandifolia_subsp._grandifolia,https://apps.lucidcentral.org/euclid/text/entities/corymbia_grandifolia_subsp._grandifolia.htm,"
Tree 20 m tall, deciduous in the dry season. Forming a lignotuber.Bark smooth, white to pale grey, shedding in thin flakes.Branchlets lack oil glands in the pith; usually smooth but newest branchlets may be sparsely setose with bristle-glands.Juvenile growth (coppice or field seedlings to 50 cm): stems rounded in cross-section, setose with bristle-glands at least in the lower part; juvenile leaves always petiolate, opposite or becoming alternate, ovate to broadly elliptical to rounded, 13–17 cm long, 11–14 cm wide, base usually rounded to tapering, rarely lobed or truncate, green, setose with bristle-glands or at upper nodes becoming glabrous. Adult leaves alternate or opposite, petioles 0.5–1.6(2) cm long; blade elliptic-oblong to ovate-lanceolate, (6.8)8–20 cm long, 3–8.5(10.5) cm wide, undulate, base rounded to tapering, margin entire or distantly and irregularly scalloped, apex usually pointed, less commomly rounded, concolorous, glossy, green, glabrous, side-veins at greater than 45° to midrib, reticulation very dense, intramarginal vein present, oil glands small, island, or obscure.Inflorescence borne on now leafless branchlets below new season’s growth, axillary compound, appearing congested with the basal internode only ca 0.4 cm long and peduncles 0–0.2 cm long, buds 3 or 7 per umbel, strongly pedicellate (pedicels 0.8–2.5 cm). Mature buds pyriform, 1–1.2 cm long, 0.7–0.9 cm wide, scar present (outer operculum shed early), operculum shallowly rounded, sometimes coarsely apiculate to umbonate, stamens inflexed, all fertile, anthers oblong, dorsifixed, versatile, dehiscing by longitudinal slits, style long and straight, stigma tapered, locules 3, the ovules not arranged in distinct vertical rows on the placentae. Flowers creamy white.Fruit pedicellate (pedicels 0.7–2.6 cm long), cupular to cylindrical or sometimes urceolate with rim slightly flared above a constriction, 1–1.7 cm long, 0.8–1.4 cm wide, disc descending vertically, valves 3, enclosed.Seeds brown, 4–7 mm long, saucer-shaped, smooth, hilum ventral.
Cultivated seedlings (measured at ca node 10): cotyledons large, orbicular to reniform; stems rounded in cross-section, densely setose with long bristle-glands; leaves at least shortly petiolate (petioles to 0.8 cm), opposite for at least 12+ nodes or becoming alternate by node 9, ovate to elliptic, 5.2–8.5 cm long, 2.3–4 cm wide, base rounded or tapering, apex rounded or pointed, dull, green, setose with bristle-glands on both sides, mainly restricted to midrib, sparse elsewhere.
","Flowering has been recorded in January, October and November."
corymbia_grandifolia_subsp._lamprocardia,https://apps.lucidcentral.org/euclid/text/entities/corymbia_grandifolia_subsp._lamprocardia.htm,"
Tree 10 m tall, deciduous in the dry season. Forming a lignotuber.Bark smooth, white to pale grey, shedding in thin flakes.Branchlets lack oil glands in the pith; bristle-glands often present on youngest branchlets.Juvenile growth (coppice or field seedlings to 50 cm): stems rounded in cross-section, setose with bristle-glands to sparsely so, but becoming glabrous with age; juvenile leaves always petiolate, opposite, sub-orbicular to cordate or ovate, 13–31 cm long, 6.5–20.5 cm wide, base usually lobed to truncate, rarely rounded, apex rounded or broadly pointed, margin entire or distantly scalloped, green, setose with bristle-glands on petiole and midrib, sparse on lamina. Adult leaves opposite, sub-opposite or becoming alternate, petioles 0.7–2.5 cm long; blade deltoid to cordate or ovate, rarely a few leaves sub-orbicular to elliptic, (7.5)9–15(19) cm long, (5.4)7–15 cm wide, undulate, base truncate or lobed, margin entire or distantly and irregularly scalloped, apex rounded or pointed, concolorous, glossy, green, sparsely setose with bristle-glands or glabrous, side-veins at greater than 45° to midrib, reticulation very dense, intramarginal vein present, oil glands small, island, or obscure. At end of dry season the new crown growth is claret-coloured to purplish or green and the first leaves are densely setose.Inflorescence borne on now leafless branchlets below new season’s growth, axillary compound, appearing congested with the basal internode only ca 0.2–0.4 cm long and peduncles 0–0.2 cm long, buds ?3 or 7 per umbel, strongly pedicellate (pedicels 1–3.5 cm long). Mature buds pyriform, 0.9–1.2 cm long, 0.7–0.9 cm wide, scar present (outer operculum shed early), operculum shallowly rounded, sometimes coarsely apiculate to umbonate, stamens inflexed, all fertile, anthers oblong, dorsifixed, versatile, dehiscing by longitudinal slits, style long and straight, stigma tapered, locules 3(4), the ovules not arranged in distinct vertical rows on the placentae. Flowers creamy white.Fruit pedicellate (pedicels 0.7–3.3 cm long), cupular to cylindrical or ± urceolate, 1.1–1.7 cm long, 0.9–1.4 cm wide, disc descending vertically, valves 3(4), enclosed.Seeds brown, 4–7 mm long, saucer-shaped, smooth, hilum ventral.
Cultivated seedlings (measured at ca node 10): not grown.
","Flowering has been recorded in January, April, October and November."
